Client,Supplier,SupplierAccountGroup,SupplierName,SupplierFullName,IsBusinessPurposeCompleted,CreatedByUser,CreationDate,IsOneTimeAccount,AuthorizationGroup,VatRegistration,AccountIsBlockedForPosting,TaxJurisdiction,SupplierCorporateGroup,Customer,Industry,TaxNumber1,TaxNumber2,TaxNumber3,TaxNumber4,TaxNumber5,TaxNumber6,PostingIsBlocked,PurchasingIsBlocked,InternationalAllocationNumber1,InternationalAllocationNumber2,InternationalAllocationNumber3,AddressId,Region,OrganizationBpName1,OrganizationBpName2,CityName,PostalCode,StreetName,Country,ConcatenatedInternationAllocNo,SupplierProcurementBlock,SuplrQualityManagementSystem,SupplierLanguage,PhoneNumber1,FaxNumber,IsNaturalPerson,VatLiability,ResponsibleType,TaxNumberType,BusinessType,BirthDate,SortField,PhoneNumber2,DeletionIndicator,TaxInvoiceRepresentativeName,IndustryType,TradingPartner,DataMediumExchangeIndicator,TrainStationName,AlternativePayeeIsAllowed,SupplierIsPlantRelevant,SupplierPlant,FactoryCalendar
100,0000002572,ZLIF,Pires Ltda. - Logistica,Pires Ltda. - Logistica,,1AA65XT7B1,20230420,,,3ICSCMFXH4Q,,BR2359713120,0000634230,0010004342,5941,49112233567793  ,,,,,,,,4202222,90679,7,0005947017,,Pires Ltda. - Logistica,Retail LTDA,da Rosa do Sul,08523523,"Recanto de Freitas, 687",BR,4202222906797,02,0887,P,+5561976289650,,,,,BR,,,PIRESLTDA,,,,,,,,,,P001,02
300,0000002653,ZLIF,"Carpenter, Edwards and Morris - Logistica","Carpenter, Edwards and Morris - Logistica",,5D6MFY,20120409,,,ILWTF87,,,,0010094001,7324,GB594339332305,,Q4YEDFC6QQF80STCVK,,,,,,8054740,28222,5,0007107769,YKS,"Carpenter, Edwards and Morris - Log",Distribution,Melanieland,IX9982YB,Studio 97X Antony Spur,GB,8054740282225,02,1773,E,+65856246265,,,,,FR,,,CARPENTERE,+89857696583,,,,,,,,,P004,01
200,0000002813,ZE01,Gieß - Servicos Industriais,Gieß - Servicos Industriais,,DJX2933ZWL,20210731,,,DE405682045,,DE0712883965,,0010016058,4280,DE336379433,,4GLXKUM061YH3Y79QE,,,,,,6532671,38099,5,0003041181,NW,Gieß - Servicos Industriais,Pharma AG,Kemnath,40561,Wielochstr. 9594,DE,6532671380995,,3907,D,+49318974134,,,,,GB,,,GIESS,,,Asta Schmi,,,,fehlen Lehrerin,,,P004,02
600,0000002829,ZOTH,Instalaciones Avanzadas S.A. - Logistica,Instalaciones Avanzadas S.A. - Logistica,X,LK5J2LYE,20191208,,,,,,,0010012771,9817,6V97XV7O8UM,,,,,,,,3900449,01448,3,0000490006,AND,Instalaciones Avanzadas S.A. - Logi,Procurement,Málaga,06927,Pasadizo de Leoncio Ochoa 12 Piso 8,ES,3900449014483,01,2008,S,+57607068417,,,,,GB,,,INSTALACIO,,,,Distribuicao Regional,540386,,,,,P003,02
200,0000002899,ZLIF,Espinosa-Alfaro - Materiais,Espinosa-Alfaro - Materiais,,UPW3N,20210929,,,,,MX2649520172,,0010117262,3198,LOAQB0RBR4VD1NZ,23227590776,,,,,,,0598109,45128,0,0005252203,CMX,Espinosa-Alfaro - Materiais,Maritime S. de R.L.,San José Emilio los altos,073613,Pasaje Egipto 169 Interior 782,MX,0598109451280,01,8930,S,+47875453717,,,,,MX,,,ESPINOSAAL,,,,,552310,,,,X,P002,
812,0000002953,ZIMP,有限会社加藤情報 - Servicos Industriais,有限会社加藤情報 - Servicos Industriais,,SMUVA76,20190521,,,VBFV9YRYSQGUF26I82,,,,0010072220,0769,61SZELIJCS40,,,,,,,,5154030,88770,8,0002844824,XX,有限会社加藤情報 - Servicos Industriais,Export,山武市,080253,515 伊藤 Street,JP,5154030887708,01,7113,J,+77245132917,,,,,DE,,,有限会社加藤情報,,,,,,,,,X,P004,01
400,0000003011,ZLIF,"Wade, Bradshaw and Evans - Componentes","Wade, Bradshaw and Evans - Componentes",,K2X6VFJP,20180124,X,,,,US1815720845,,0010097196,3892,68-2343104,,,,,,,,6318298,02195,7,0009872296,NY,"Wade, Bradshaw and Evans - Componen",Operations,North Peterchester,33561,1455 Johnson Parkway,US,6318298021957,02,1467,E,+12116071642,+12117417997,,,,BR,,,WADEBRADSH,,,,,,,,,,P003,02
700,0000003013,ZIMP,Boada & Asociados S.Coop. - Logistica,Boada & Asociados S.Coop. - Logistica,,YEBJ7GFB,20240930,,,35X5FFA0,,,,0010100378,8086,49HGFOCSY2,,28680WY0L13XN7TYED,,KZE0A20HTX,,,,8627941,08228,2,0000775010,VAS,Boada & Asociados S.Coop. - Logisti,Industrial S.L.,Huelva,82590,Urbanización de Candelario Jordá 79,ES,8627941082282,02,2681,S,+86285921770,,,,,US,Industria Quimica,,BOADAASOCI,,,,Exportacao,820010,,,,,P004,01
300,0000003040,ZIMP,"Summers, Gonzales and Williams - Logistica","Summers, Gonzales and Williams - Logistica",,4FF0OMUWI,20160907,,,6PL1JWG,,CA6081240460,,0010032777,3238,PGY5CSWE3,,,,,,,,3077716,75658,6,0006572240,AB,"Summers, Gonzales and Williams - Lo",Trading Ltd.,Feliciamouth,71887,302 Ortiz Shoals,CA,3077716756586,02,3435,E,+16348858366,,,,,BR,,,SUMMERSGON,+15583038308,,,,,,,,,P001,02
100,0000003267,ZE02,Vergassola-Zetticci SPA - Servicos Industriais,Vergassola-Zetticci SPA - Servicos Industriais,,R1D0QJN8U,20120622,,,,,IT9629572229,,0010107810,0709,8B58TC74GW3S1VA,66986097466,,,,,,,2376083,72688,6,0006862032,SIC,Vergassola-Zetticci SPA - Servicos ,Electronics S.r.l.,Cogolo,82444,"Strada Pierangelo, 0",IT,2376083726886,02,0758,I,+50791024535,,,,,US,Logistica Integrada,,VERGASSOLA,,,Sig. Goffr,,,,,,,P002,02
812,0000003408,ZE02,Dörschner Stiftung & Co. KG - Materiais,Dörschner Stiftung & Co. KG - Materiais,,857YAKZ,20181231,,,DE090244098,,DE9183171313,,0010041837,5978,DE994738085,,,,,,,,7835516,34122,9,0000678550,BY,Dörschner Stiftung & Co. KG - Mater,Operations,Mainburg,70375,Katja-Stey-Weg 8-4,DE,7835516341229,02,,D,+49537079078,,,,,MX,,,DÖRSCHNERS,,,,,,1,,,,P002,02
200,0000003425,ZOTH,Gomez-Townsend - Materiais,Gomez-Townsend - Materiais,,753F4EB24IG,20200402,,,,,US1891626477,,0010020097,9109,36-7382330,42089740152,,,,,,,0759466,42397,2,0006129079,MA,Gomez-Townsend - Materiais,Packaging Inc.,North Chad,55811,4712 Rhodes Roads Suite 388,US,0759466423972,01,1751,E,+13519095800,+13515460218,,,,MX,,,GOMEZTOWNS,+12006528119,,,,,,,,,P003,01
812,0000003457,ZE01,Comercializadora Iberia S.Com. - Materiais,Comercializadora Iberia S.Com. - Materiais,,TVWDUABSDA,20180601,,,PE434ZDPMG98FBWRY,,,,0010055027,2929,AEYKD5N3KURU,,,,,,,,3514022,80936,5,0008727694,MAD,Comercializadora Iberia S.Com. - Ma,Wholesale S.A.,Alicante,14437,Alameda de Amelia Capdevila 58 Apt.,ES,3514022809365,02,6501,S,+28936198689,,,,,FR,,,COMERCIALI,,,,Comercio B2C,,,,,,P004,01
300,0000003482,ZLIF,Riou Gaillard et Fils - Logistica,Riou Gaillard et Fils - Logistica,,HH4A13,20240118,,,9MNYM4X93LWB8QMT29U,,FR3970101788,,0010089096,0880,BPU17U47,07059292091,,,,,,,9122505,86724,1,0009698912,OCC,Riou Gaillard et Fils - Logistica,Industrial SARL,LemaîtreVille,17458,chemin Hubert,FR,9122505867241,01,9866,F,+25240752882,,,,,BR,,,RIOUGAILLA,,,,,,,,,,P003,02
700,0000003504,ZSVC,Susana Santamaría Losada S.L.N.E - Servicos Industriais,Susana Santamaría Losada S.L.N.E - Servicos Industriais,,GSAM5FTGIPCA,20210424,,,,,,,0010030772,5755,NRGHF8U3P,,,,,,,X,0230436,77942,2,0006357750,AND,Susana Santamaría Losada S.L.N.E - ,Import,Valencia,025841,Urbanización de Melania Enríquez 31,ES,0230436779422,02,2647,S,+43751058156,,,X,,,,,SUSANASANT,+31453578336,,,Canal Digital,,,,,,P004,02
200,0000003545,ZLIF,Azevedo - Servicos Industriais,Azevedo - Servicos Industriais,,IEPO6HD,20211014,,,04658566324120,,,,0010011608,3696,04658566324120  ,55668697382,,,,,,,4599775,19555,0,0002911666,SP,Azevedo - Servicos Industriais,Automotive EIRELI,Nascimento Alegre,69405877,"Núcleo Vinicius Vasconcelos, 16",BR,4599775195550,01,8028,P,+5562918622725,+556224668390,,,,DE,,,AZEVEDO,,,,,,,,,,P001,01
100,0000003590,ZSVC,Grupo Cervera S.A.U - Componentes,Grupo Cervera S.A.U - Componentes,,C81Y1U4Y,20180423,,,,,ES0937656148,,0010060949,3275,29LOTY6L3,,,,,,,,9471320,65351,5,0001611518,VAS,Grupo Cervera S.A.U - Componentes,Pharma S.L.,Santa Cruz de Tenerife,066237,Cañada María Carmen Alcázar 88,ES,9471320653515,01,6986,S,+43370078086,,,X,,GB,,,GRUPOCERVE,+31133411189,,,,,,,,,P003,01
100,0000003696,ZOTH,Gadda SPA - Materiais,Gadda SPA - Materiais,,Y8AOQF,20230517,,,,,,0000514706,0010105565,4884,61AI88JPD87LQAUR,54302508952,,,,,,,3879986,51885,6,0003354316,LAZ,Gadda SPA - Materiais,Systems S.p.A.,Vinovo,88971,"Piazza Farnese, 299 Appartamento 7",IT,3879986518856,01,6309,I,+68440923564,,,X,,DE,,,GADDASPA,+39103998578,,,Canal Digital,,,,,,P001,02
812,0000003756,ZE02,Stiffel GmbH & Co. KGaA - Servicos Industriais,Stiffel GmbH & Co. KGaA - Servicos Industriais,,0R0JQ,20130304,,,DE447374475,,,0000619836,0010000689,5699,DE060630152,,,JWJ3K42X1VHNCXVK8I,,,,,7633323,62707,9,0009683111,NW,Stiffel GmbH & Co. KGaA - Servicos ,Maritime SE,Dieburg,93978,Roselinde-Hethur-Weg 2159,DE,7633323627079,01,0364,D,+49821364456,+49774289592,,,,US,,,STIFFELGMB,,,,,,,,,X,P002,02
510,0000003767,ZIMP,"Sanchez, Woodard and Hernandez - Componentes","Sanchez, Woodard and Hernandez - Componentes",,8G3A8P,20120907,,,,,,0000758061,0010076443,5080,17-3282824,71756846368,,,,,,,4595590,75190,0,0006060938,WA,"Sanchez, Woodard and Hernandez - Co",Systems LLC,Brownberg,24279,6176 Patel Viaduct Apt. 921,US,4595590751900,02,3903,E,+14489896703,,X,,,DE,Logistica Integrada,,SANCHEZWOO,+19289381527,,,,,,ok miss,,,P001,02
300,0000003824,ZE02,Giles-Fernandez - Servicos Industriais,Giles-Fernandez - Servicos Industriais,,0L2AKM5,20161004,,,18HD5ORDPX69L8S,,CA4565315582,,0010003841,6180,6X7GXVKGX,,,,,,,,3258994,41133,3,0008184237,BC,Giles-Fernandez - Servicos Industri,Distribution,Mcgeeville,097553,28899 Robert Glen,CA,3258994411333,02,0732,E,+17727121029,+17723606126,,,,GB,Distribuicao Atacadista,,GILESFERNA,,,,,,,,,,P003,02
700,0000003923,ZE02,"Rodriguez, Berry and Wheeler - Materiais","Rodriguez, Berry and Wheeler - Materiais",,7SKBXJ3UC,20220930,,,,,,,0010059582,9117,23-3038000,,,,,,,,0067242,35797,6,0001026665,WA,"Rodriguez, Berry and Wheeler - Mate",Shared Services,Elliotthaven,42625,177 Jessica Overpass Apt. 242,US,0067242357976,02,0083,E,+17702797647,,,,,US,,,RODRIGUEZB,+18432736962,,,Distribuicao Regional,,,,,X,P001,01
600,0000003948,ZE01,Nieto y Asociados - Logistica,Nieto y Asociados - Logistica,,NHQC3HYSK,20250128,,,,,,,0010084160,8945,UD5KNMLUQ2BUQUK,82761488673,,,,1Z2S384LLIJF4Q77LJKD,,,2019012,80504,5,0004233319,,Nieto y Asociados - Logistica,Tech S.A. de C.V.,San Pilar los altos,25365,Privada Covarrubias 457 Interior 99,MX,2019012805045,01,4493,S,+82673531706,,,,,MX,Industria Quimica,,NIETOYASOC,+25120993764,,,,,,,,,P001,02
200,0000003965,ZE02,Rojas-Johnson - Servicos Industriais,Rojas-Johnson - Servicos Industriais,,RVUBEF5,20121121,,,,,,,0010119132,5580,0H0HAXDCR,34691330063,,,,,,,0006172,67528,4,0006652347,ON,Rojas-Johnson - Servicos Industriai,Tech Inc.,Lake Cynthiahaven,067227,99192 Richard Fall Suite 125,CA,0006172675284,02,0132,E,+18167344228,,,,,GB,,,ROJASJOHNS,+14776259418,,,,529935,,,,,P002,02
812,0000003996,ZE01,"Proyectos Tafoya, Narváez y de la G - Materiais","Proyectos Tafoya, Narváez y de la G - Materiais",,1Z1EGTAI5,20201210,,,,,MX7205975402,,0010067879,9505,T4Q4Q4KEDRRF523,,,,,,,,1286699,30798,2,0006193527,JAL,"Proyectos Tafoya, Narváez y de la G",Export,San Asunción los altos,71005,Calzada Valdés 188 604,MX,1286699307982,01,8229,S,+53781839335,,,,,MX,Eletroeletronico,,PROYECTOST,+23688105547,,Jorge Alej,Exportacao,,1,,,,P001,02
400,0000004064,ZOTH,da Mata - ME - Logistica,da Mata - ME - Logistica,,FLI42U,20130329,,,19526599869905,,BR6648523475,,0010029108,6779,19526599869905  ,,,,,,,,0908480,27986,1,0006710258,BA,da Mata - ME - Logistica,Automotive LTDA,Santos da Serra,58602674,"Largo Amanda Mendonça, 76",BR,0908480279861,02,0401,P,+5563933801015,+556328593868,,X,,BR,,,DAMATAME,,,,Exportacao,,1,,,,P001,01
300,0000004117,ZLIF,"Herring, Chase and Dunn - Componentes","Herring, Chase and Dunn - Componentes",,WSZQ9E,20191104,,JBOO,C93GVZR,,,,0010027191,1530,28-4123959,38438493576,,,,,,,4361296,03854,0,0000521294,FL,"Herring, Chase and Dunn - Component",Automotive Inc.,Sarahshire,93976,271 Aguilar Estates Suite 487,US,4361296038540,01,,E,+15716402684,,,,,,Logistica Integrada,,HERRINGCHA,+18847450265,,,,,,,,,P001,
510,0000004198,ZE01,Silveira S.A. - Servicos Industriais,Silveira S.A. - Servicos Industriais,,V51YR1V0ZJK,20190720,,,,,,,0010068318,8929,60404732194710  ,,,,,,,,9172672,67864,3,0004839890,PR,Silveira S.A. - Servicos Industriai,Procurement,Cavalcante da Mata,54600236,"Estrada Juan Moraes, 58",BR,9172672678643,02,1309,P,+5561999869991,,,,,BR,Eletroeletronico,,SILVEIRASA,,,,,,,,,,P003,02
300,0000004206,ZE02,Krein AG - Componentes,Krein AG - Componentes,,A839GRE98CV,20220904,,,,,,,0010023978,2077,DE679236388,,,N2N7OQG2D5341MV4GW,,,,,3212229,99629,6,0007501065,BE,Krein AG - Componentes,Regional Hub,Kehl,73479,Lorchgasse 491,DE,3212229996296,02,1849,D,+49672285536,,,,,US,,,KREINAG,+49804582544,,,,,1,,,,P003,02
100,0000004207,ZLIF,Cavalcanti - Logistica,Cavalcanti - Logistica,,HLQ3QH4S,20121206,,,71700004700292,,BR4986840355,,0010117351,9540,71700004700292  ,,,,,,,,6145626,51632,5,0009822039,PR,Cavalcanti - Logistica,Operations,Barbosa,88419293,"Vereda de Barros, 23",BR,6145626516325,01,5080,P,+5561945682539,,,,,FR,,,CAVALCANTI,+556132394206,,Vicente Ma,Distribuicao Nacional,,1,,,,P003,01
600,0000004311,ZOTH,Hande KG - Logistica,Hande KG - Logistica,,E9KVE4B8J,20131203,,YNZV,DE661176878,,DE5859359152,,0010050642,4098,DE568711712,68121040111,,,,L9IJZCZ88YLB0TEM4PG0,,,2924661,10576,5,0009786373,,Hande KG - Logistica,Chemicals KG,Einbeck,52469,Kuhlplatz 8-2,DE,2924661105765,01,0619,D,+49864759941,+49338340652,,,,US,,,HANDEKG,+49648703780,,,,,,,,,P001,01
600,0000004506,ZOTH,"Macías, Orellana y Franco - Materiais","Macías, Orellana y Franco - Materiais",,8VQKZ5UF,20200324,,,,,,,0010062722,6457,NYTP5KPW,00390036553,,,,,,,4541476,85817,4,0000888605,JAL,"Macías, Orellana y Franco - Materia",Operations,Vieja Bangladesh,029082,Boulevard Norte Tamez 130 Interior ,MX,4541476858174,01,3902,S,+23722939420,,,,,BR,,,MACÍASOREL,,,,,,,,,,P004,01
812,0000004519,ZLIF,Avery-Hernandez - Logistica,Avery-Hernandez - Logistica,,YBIZCZ862PM,20211207,,713T,,,US8348261448,,0010002242,1660,82-4492815,,,,,,,,5012886,55873,2,0005272900,MA,Avery-Hernandez - Logistica,Regional Hub,Palmermouth,82321,5832 Charles Forge Apt. 214,US,5012886558732,01,8604,E,+12879678846,,,,,MX,,,AVERYHERNA,+18962464206,,,,,1,,,,P003,01
700,0000004599,ZE02,Azevedo - Logistica,Azevedo - Logistica,,8BYCZVSYV,20150206,,,40696572885446,,BR9735531434,,0010039918,7752,40696572885446  ,,,,,,,,3606905,27746,4,0001075310,PR,Azevedo - Logistica,Logistics LTDA,Albuquerque da Mata,50272103,"Residencial Eduardo Sá, 387",BR,3606905277464,01,2743,P,+5516931220327,,,,,BR,Logistica Integrada,,AZEVEDO,+551639588002,,Anna Liz C,,,,,,,P002,02
600,0000004693,ZSVC,Pereira - Logistica,Pereira - Logistica,,S2CXN3,20190726,,,74112733799384,,BR0517319020,0000309054,0010090431,5719,74112733799384  ,,,,,H25P6TIY1L584WJBG4E9,,,0942514,43997,9,0005008077,RS,Pereira - Logistica,Pharma EIRELI,Rodrigues,34026594,"Largo Luiza da Mota, 3",BR,0942514439979,01,1720,P,+5582920222188,,,X,,BR,Industria Metalurgica,,PEREIRA,,,,,,,,,,P002,02
600,0000004723,ZE02,Mendes - Materiais,Mendes - Materiais,,YS6E395J,20200914,,,48828182183036,,,,0010066442,9123,48828182183036  ,,,,,,,,1809032,63955,1,0004141527,,Mendes - Materiais,Wholesale S.A.,Souza,23785447,"Via de Nogueira, 9",BR,1809032639551,02,1912,P,+5534988436885,,,,,,,,MENDES,,,,,,1,,,,P004,02
600,0000004752,ZIMP,Jackson LLC - Materiais,Jackson LLC - Materiais,,A72UO1Q1D,20210812,,,G9Z3OWCD,,GB1501623426,,0010009007,3034,GB182755445771,,Y9WF6TG86GOMRL7ZQR,,,,,,4615548,74077,8,0003044668,YKS,Jackson LLC - Materiais,Shared Services,Francesland,UO8655CF,Flat 5 Bishop Walk,GB,4615548740778,02,7718,E,+27658118939,+31552212004,,,,BR,,,JACKSONLLC,,,,,,,,,,P004,01
100,0000004803,ZOTH,Burns PLC - Materiais,Burns PLC - Materiais,,ZAWTT4MJ9S7,20221203,,0R4P,,,GB3822917034,,0010032835,3836,GB876481812006,,8XMA30QZBDINC2FUKJ,,,,,,2037730,16749,7,0001952556,BIR,Burns PLC - Materiais,Trading Ltd,Jacksonmouth,QW4564AQ,Studio 69d Davies Plaza,GB,2037730167497,02,4225,E,+43323039560,,,,,DE,Industria de Embalagens,,BURNSPLC,,,,,,,,,,P001,01
510,0000004809,ZLIF,Lladó & Asociados S.Com. - Servicos Industriais,Lladó & Asociados S.Com. - Servicos Industriais,,S9UVZ1CB,20140212,X,,RD2HFGTCRT,,,,0010030185,9015,8CMD1XD2F,,,,,,,,2199866,10111,2,0000733562,,Lladó & Asociados S.Com. - Servicos,Maritime S.L.,Córdoba,54140,C. de José Ángel Pizarro 4,ES,2199866101112,02,0366,S,+64768369451,,,,,FR,,,LLADÓASOCI,,,,,,,,,,P002,02
510,0000004929,ZIMP,Koch GmbH - Componentes,Koch GmbH - Componentes,,1NJTB3UD,20131019,,,DE240376383,,DE1183191091,,0010046306,5620,DE184813309,,,,,,,,3848752,59248,2,0001759416,HE,Koch GmbH - Componentes,Trading KG,Hildesheim,13624,Lara-Kaul-Ring 80,DE,3848752592482,02,0294,D,+49392152521,,,,,MX,,,KOCHGMBH,,,,Comercio B2C,,,,,,P001,01
400,0000004990,ZE02,"Young, Barber and Connolly - Logistica","Young, Barber and Connolly - Logistica",,OUKNR94WPZN,20181029,,,P1ORBUV5ZW37U,,GB6245993661,,0010050934,4523,GB733738730934,,,,,,,,9577546,14494,7,0005056944,,"Young, Barber and Connolly - Logist",Tech PLC,Wilsonmouth,HF1579SI,Flat 4 Kate Forge,GB,9577546144947,02,2785,E,+46123974066,,,,,BR,Industria Quimica,,YOUNGBARBE,+68431663693,,,,,,,,,P001,02
100,0000005021,ZE02,"Gonzalez, Silva and Dixon - Logistica","Gonzalez, Silva and Dixon - Logistica",,XOMEALZNO3,20120409,,,YTTO33G3J6US900A,,CA1257177574,,0010043876,2114,CM2NQCRP4Z,,,XM36FDNZFNTYDIZLMX,,,,,2129881,52533,4,0009043732,AB,"Gonzalez, Silva and Dixon - Logisti",Metals Ltd.,Snyderton,59447,201 Michelle View,CA,2129881525334,01,5792,E,+15559801179,,,,,DE,Farmaceutico e Saude,,GONZALEZSI,,,,,,,,,,P002,01
200,0000005160,ZOTH,Nascimento S/A - Servicos Industriais,Nascimento S/A - Servicos Industriais,,IWI73SFVFB,20120718,,,,,PT4381145546,,0010028289,0250,BEVY9WZ0GBJ,,,,,,,,2832752,02986,0,0009094936,XX,Nascimento S/A - Servicos Industria,Shared Services,Agualva-Cacém,048771,"R. de Públia Hortênsia, 32",PT,2832752029860,01,3248,P,+56705145175,,,,,,,,NASCIMENTO,+30665813217,,,Comercio B2C,,,,,X,P001,01
400,0000005272,ZE01,Peterson Group - Componentes,Peterson Group - Componentes,,N115U,20190923,,,,,US2732858598,,0010046056,1949,72-6637019,,,,,,,,3238530,90056,8,0003501559,WA,Peterson Group - Componentes,Tech Inc.,Jenkinsstad,56673,23483 Glen Ranch,US,3238530900568,01,2714,E,+15637711153,,,,,,,,PETERSONGR,,,James John,,,1,,,,P001,01
200,0000005344,ZIMP,Ingram-Gomez - Componentes,Ingram-Gomez - Componentes,,ARTIE,20151126,,,,,,,0010022420,2940,86-3082070,48762120626,,,,,,,1249396,57174,5,0001412726,MA,Ingram-Gomez - Componentes,Distribution,Taylormouth,89820,180 Jackson Greens Apt. 191,US,1249396571745,01,4049,E,+18819457474,+18814612335,,,,BR,,,INGRAMGOME,+15129666582,,,Exportacao,,,,,,P001,01
200,0000005398,ZE02,"Grupo Escobar, Gonzales y Cornejo - Materiais","Grupo Escobar, Gonzales y Cornejo - Materiais",,ZU91BDAM4,20200329,,,76M2ZA3Y9UEY9,,MX9231332239,,0010091342,6020,A91SSUTT,,KY8NERR422KCJDH1EQ,,,,,X,5739177,94272,9,0001189382,QUE,"Grupo Escobar, Gonzales y Cornejo -",Automotive S.A. de C.V.,Vieja Saint Kitts y Nevis,052141,"Calle Guanajuato 538 Edif. 843 , De",MX,5739177942729,02,9755,S,+89785446609,,,,,BR,,,GRUPOESCOB,+83892101861,,,,,,,,X,P004,01
100,0000005399,ZIMP,Nascimento - Logistica,Nascimento - Logistica,,10OZ2N07J1B3,20190615,,C7XM,92083713863224,,BR8789578870,,0010067532,3335,92083713863224  ,,WSOQV1R1538ZH6ELK5,,,,,,4009181,62512,0,0002377588,RJ,Nascimento - Logistica,Operations,Freitas da Praia,04328448,Conjunto Freitas,BR,4009181625120,01,,P,+5580955268510,,,,,GB,,,NASCIMENTO,,,,,,1,,,,P004,01
812,0000005638,ZIMP,Vasconcelos - Materiais,Vasconcelos - Materiais,,P2XMX60W,20230410,,,21310284437403,,BR6035837697,,0010006638,9411,21310284437403  ,,,,,,,,3044214,87998,9,0001478997,SC,Vasconcelos - Materiais,Wholesale S.A.,Gonçalves do Oeste,93086997,"Vereda Levi Castro, 39",BR,3044214879989,01,6641,P,+5528928466804,,,X,01,,,,VASCONCELO,+552838384171,,,,,,,,,P001,01
510,0000005670,ZE02,"Mcmahon, Abbott and Rubio - Materiais","Mcmahon, Abbott and Rubio - Materiais",,46BND,20200922,,NUGG,,,US6083987295,,0010049299,5634,11-6757200,,,,,,,,4531743,95944,0,0002803531,TX,"Mcmahon, Abbott and Rubio - Materia",Trading LLC,Jamieport,10259,4749 Atkins Creek Suite 516,US,4531743959440,02,1221,E,+19913343069,+19919931910,,,,FR,,,MCMAHONABB,+19617216573,,,,,,,,,P003,01
100,0000005745,ZE02,Knox-Baker - Servicos Industriais,Knox-Baker - Servicos Industriais,,SICAJ8C92O,20130515,,,,,US2988842751,,0010091227,5445,99-8474404,,,UQVKEDGO3A5ANN4N0I,,,,,0081075,60453,7,0008606641,IL,Knox-Baker - Servicos Industriais,Metals Inc.,West Kristi,51920,8865 Garcia Island Suite 667,US,0081075604537,02,2461,E,+17036171378,,,,,DE,,,KNOXBAKER,,,,,,1,,,,P004,02
300,0000005750,ZE01,"Vergara, Valdivia y Valverde - Logistica","Vergara, Valdivia y Valverde - Logistica",,9HMSO,20240316,,,167GGD8Q,,,,0010107465,1030,FY01XBLMGZ3PCT,51974815006,,,,,,,7968680,12830,5,0003653979,CMX,"Vergara, Valdivia y Valverde - Logi",Tech S. de R.L.,Nueva Kirguistán,069663,Prolongación Quintana Roo 257 Edif.,MX,7968680128305,02,4542,S,+67542007840,,,,,,Industria Quimica,,VERGARAVAL,+88483514146,,,,669633,,,,,P004,01
300,0000005858,ZE01,Mahe S.A. - Servicos Industriais,Mahe S.A. - Servicos Industriais,,RC4IOL4QLD,20180214,,,,,,,0010089332,3559,H9LP540D,,,,,,,,8028019,61649,8,0007503551,ARA,Mahe S.A. - Servicos Industriais,Metals SA,Saint Chantalnec,64697,"40, rue Riou",FR,8028019616498,02,0079,F,+20696807523,,,,,MX,,,MAHESA,,,,,,,,,,P003,
700,0000005860,ZOTH,Poirier Pages S.A.S. - Logistica,Poirier Pages S.A.S. - Logistica,,9ODFNU,20211113,,,76AWOVGWEG73NLZJ,,,,0010026355,3532,E9JMO5OS8TV,,,,,,,,5066464,83251,2,0001687543,HDF,Poirier Pages S.A.S. - Logistica,Export,MathieuBourg,91909,"962, rue Claudine Seguin",FR,5066464832512,02,1478,F,+63165329206,,,,,FR,,,POIRIERPAG,,,,Importacao,,1,,,,P001,02
510,0000005902,ZE01,"Paolucci, Longhena e Marsili s.r.l. - Servicos Industriais","Paolucci, Longhena e Marsili s.r.l. - Servicos Industriais",,FPURNXZ,20231102,,,,,IT3724134231,,0010035911,6105,3VGDN8QJRID8SPX,,,,,,,,9182963,42323,7,0008806523,LMI,"Paolucci, Longhena e Marsili s.r.l.",Tech S.p.A.,Cetraro,12601,"Strada Bettina, 33 Appartamento 36",IT,9182963423237,01,7322,I,+68938461345,,,,,,,,PAOLUCCILO,,,,,871688,1,,,,P004,02
100,0000005921,ZLIF,"Hamilton, Lewis and Nelson - Componentes","Hamilton, Lewis and Nelson - Componentes",,59IEQZ,20130805,,,QK6QYQ,,US9038585987,,0010015047,0845,70-3882851,,,,,,,,1805579,61047,2,0005326474,CO,"Hamilton, Lewis and Nelson - Compon",Industrial Holdings,North Joshua,33945,187 Helen Branch Suite 052,US,1805579610472,02,,E,+18695820463,,,,,,Eletroeletronico,,HAMILTONLE,,,,,,,,,,P004,01
700,0000005925,ZOTH,Hodges-Hall - Materiais,Hodges-Hall - Materiais,,G8YYDI10,20210612,,MSWK,,,CA7226804150,,0010052374,2295,YEIXW4K53O,,,,,,,X,3050794,11971,9,0009541893,AB,Hodges-Hall - Materiais,Chemicals Ltd.,Jonathanview,88560,1506 James Drive,CA,3050794119719,02,1085,E,+13422412199,,,,,BR,,,HODGESHALL,+19315933542,,,,,,,,,P004,01
700,0000005957,ZSVC,Fletcher and Sons - Servicos Industriais,Fletcher and Sons - Servicos Industriais,,3GMFINBWI6Q,20121228,,,ONU00YGFU4Y,,,,0010103965,8731,37-9807202,61482277852,,,,,,,5378561,23988,2,0009110542,TX,Fletcher and Sons - Servicos Indust,Shared Services,New Stephenport,84749,060 George Causeway,US,5378561239882,01,7049,E,+17499422829,,,,,BR,,,FLETCHERAN,+15214070682,,,,248562,,,,,P002,01
