Client,ProductType,ProductTypeName,Language,MaterialTypeCategory,IndustrySector,MaterialTypeRefProductType,NumberRangeGroup,ExternalNumberRangeIsAllowed,InternalNumberRangeIsAllowed,QuantityIsUpdated,ValueIsUpdated,BatchManagementIsRequired,SplitValuationIsAllowed,NegativeStocksAreAllowed,MaterialLedgerIsActivated,PriceControl,AccountCategoryReference,SerialNumberProfile,DefaultUnitOfMeasure,ProductGroup,CreatedByUser,CreationDate,LastChangedByUser,LastChangeDate,IsMarkedForDeletion
812,FERT,Finished Product,F,01,M,,01,,X,X,X,X,X,,X,V,0001,SER1,CS,Z001,MDG_BATCH,20180814,MDG_BATCH,20241124,
100,HALB,Semi-Finished Product,E,02,M,FERT,02,,X,X,X,X,X,,X,S,0002,,KG,Z020,CB9980520010,20190915,CB9980520020,20251225,
200,ROH,Raw Material,P,03,M,,03,X,X,X,X,X,X,,X,V,0003,,G,Z020,MM_CUSTOM,20201016,MM_CUSTOM,20230126,
300,HAWA,Trading Goods,D,04,A,,04,X,X,X,X,,,,X,V,0004,,PC,Z001,MDG_BATCH,20211117,MDG_BATCH,20240227,
400,NLAG,Non-Stock Material,F,05,M,,05,X,X,,,,,,,,0005,,EA,Z010,CB9980520010,20221218,CB9980520020,20250301,
510,DIEN,Service,E,06,P,,06,X,X,,X,,,,,V,0006,,EA,ZSRV,MM_CUSTOM,20230119,MM_CUSTOM,20230402,
600,ERSA,Spare Part,P,07,M,ROH,07,X,X,X,X,X,X,,X,V,0007,SER1,PC,Z002,MDG_BATCH,20240220,MDG_BATCH,20240503,
700,FERT,Finished Product,D,01,M,,01,,X,X,X,,X,,X,S,0001,,PC,Z001,CB9980520010,20180321,CB9980520020,20250604,
812,HALB,Semi-Finished Product,F,02,M,FERT,02,,X,X,X,X,X,,X,V,0002,,EA,Z020,MM_CUSTOM,20190422,MM_CUSTOM,20230705,
100,ROH,Raw Material,E,03,M,,03,X,X,X,X,X,X,,X,V,0003,,L,Z030,MDG_BATCH,20200523,MDG_BATCH,20240806,
200,HAWA,Trading Goods,P,04,A,,04,X,X,X,X,X,,,X,V,0004,,PC,Z001,CB9980520010,20210624,CB9980520020,20250907,
300,NLAG,Non-Stock Material,D,05,M,,05,X,X,,,,,,,,0005,,EA,Z010,MM_CUSTOM,20220725,MM_CUSTOM,20231008,
400,DIEN,Service,F,06,P,,06,X,X,,X,,,,,V,0006,,EA,ZSRV,MDG_BATCH,20230826,MDG_BATCH,20241109,
510,ERSA,Spare Part,E,07,M,ROH,07,X,X,X,X,X,X,,X,V,0007,SER1,EA,ZMAT,CB9980520010,20240927,CB9980520020,20251210,
600,FERT,Finished Product,P,01,M,,01,,X,X,X,X,X,,X,V,0001,SER1,EA,Z010,MM_CUSTOM,20181001,MM_CUSTOM,20230111,
700,HALB,Semi-Finished Product,D,02,M,FERT,02,,X,X,X,X,X,,X,S,0002,,EA,Z002,MDG_BATCH,20191102,MDG_BATCH,20240212,
812,ROH,Raw Material,F,03,M,,03,X,X,X,X,X,X,,X,V,0003,,L,ZMAT,CB9980520010,20201203,CB9980520020,20250313,
100,HAWA,Trading Goods,E,04,A,,04,X,X,X,X,,,,X,V,0004,,PC,Z002,MM_CUSTOM,20210104,MM_CUSTOM,20230414,
200,NLAG,Non-Stock Material,P,05,M,,05,X,X,,,,,,,,0005,,EA,Z010,MDG_BATCH,20220205,MDG_BATCH,20240515,
300,DIEN,Service,D,06,P,,06,X,X,,X,,,,,V,0006,,EA,ZSRV,CB9980520010,20230306,CB9980520020,20250616,
400,ERSA,Spare Part,F,07,M,ROH,07,X,X,X,X,,X,,X,V,0007,,EA,Z001,MM_CUSTOM,20240407,MM_CUSTOM,20230717,
510,FERT,Finished Product,E,01,M,,01,,X,X,X,,X,,X,S,0001,ZSER,PC,Z010,MDG_BATCH,20180508,MDG_BATCH,20240818,
600,HALB,Semi-Finished Product,P,02,M,FERT,02,,X,X,X,X,X,,X,V,0002,SER1,KG,Z020,CB9980520010,20190609,CB9980520020,20250919,
700,ROH,Raw Material,D,03,M,,03,X,X,X,X,X,X,,X,V,0003,,KG,ZMAT,MM_CUSTOM,20200710,MM_CUSTOM,20231020,
812,HAWA,Trading Goods,F,04,A,,04,X,X,X,X,X,,,X,V,0004,SER1,EA,Z010,MDG_BATCH,20210811,MDG_BATCH,20241121,
100,NLAG,Non-Stock Material,E,05,M,,05,X,X,,,,,,,,0005,,PC,ZSRV,CB9980520010,20220912,CB9980520020,20251222,
200,DIEN,Service,P,06,P,,06,X,X,,X,,,,,V,0006,,EA,ZSRV,MM_CUSTOM,20231013,MM_CUSTOM,20230123,
300,ERSA,Spare Part,D,07,M,ROH,07,X,X,X,X,,X,,X,V,0007,,PC,Z002,MDG_BATCH,20241114,MDG_BATCH,20240224,
400,FERT,Finished Product,F,01,M,,01,,X,X,X,,X,,X,S,0001,SER1,EA,ZMAT,CB9980520010,20181215,CB9980520020,20250325,
510,HALB,Semi-Finished Product,E,02,M,FERT,02,,X,X,X,X,X,,X,S,0002,,M,Z002,MM_CUSTOM,20190116,MM_CUSTOM,20230426,
600,ROH,Raw Material,P,03,M,,03,X,X,X,X,X,X,,X,V,0003,,L,ZMAT,MDG_BATCH,20200217,MDG_BATCH,20240527,
700,HAWA,Trading Goods,D,04,A,,04,X,X,X,X,,,,X,V,0004,,EA,Z010,CB9980520010,20210318,CB9980520020,20250601,
812,NLAG,Non-Stock Material,F,05,M,,05,X,X,,,,,,,,0005,,PC,Z010,MM_CUSTOM,20220419,MM_CUSTOM,20230702,
100,DIEN,Service,E,06,P,,06,X,X,,X,,,,,V,0006,,EA,ZSRV,MDG_BATCH,20230520,MDG_BATCH,20240803,
200,ERSA,Spare Part,P,07,M,ROH,07,X,X,X,X,,X,,X,V,0007,SER1,EA,Z001,CB9980520010,20240621,CB9980520020,20250904,
300,FERT,Finished Product,D,01,M,,01,,X,X,X,,X,,X,V,0001,SER1,PC,Z001,MM_CUSTOM,20180722,MM_CUSTOM,20231005,
400,HALB,Semi-Finished Product,F,02,M,FERT,02,,X,X,X,,X,,X,S,0002,SER1,KG,ZMAT,MDG_BATCH,20190823,MDG_BATCH,20241106,
510,ROH,Raw Material,E,03,M,,03,X,X,X,X,X,X,,X,V,0003,,KG,Z020,CB9980520010,20200924,CB9980520020,20251207,
600,HAWA,Trading Goods,P,04,A,,04,X,X,X,X,,,,X,V,0004,,EA,Z002,MM_CUSTOM,20211025,MM_CUSTOM,20230108,
700,NLAG,Non-Stock Material,D,05,M,,05,X,X,,,,,,,,0005,,EA,Z001,MDG_BATCH,20221126,MDG_BATCH,20240209,
812,DIEN,Service,F,06,P,,06,X,X,,X,,,,,V,0006,,EA,ZSRV,CB9980520010,20231227,CB9980520020,20250310,
100,ERSA,Spare Part,E,07,M,ROH,07,X,X,X,X,X,X,,X,V,0007,SER1,PC,ZMAT,MM_CUSTOM,20240101,MM_CUSTOM,20230411,
200,FERT,Finished Product,P,01,M,,01,,X,X,X,X,X,,X,V,0001,ZSER,EA,Z010,MDG_BATCH,20180202,MDG_BATCH,20240512,
300,HALB,Semi-Finished Product,D,02,M,FERT,02,,X,X,X,X,X,,X,S,0002,SER1,KG,ZMAT,CB9980520010,20190303,CB9980520020,20250613,
400,ROH,Raw Material,F,03,M,,03,X,X,X,X,X,X,,X,V,0003,,KG,Z030,MM_CUSTOM,20200404,MM_CUSTOM,20230714,
510,HAWA,Trading Goods,E,04,A,,04,X,X,X,X,X,,,X,V,0004,SER1,EA,Z001,MDG_BATCH,20210505,MDG_BATCH,20240815,
600,NLAG,Non-Stock Material,P,05,M,,05,X,X,,,,,,,,0005,,PC,Z010,CB9980520010,20220606,CB9980520020,20250916,
700,DIEN,Service,D,06,P,,06,X,X,,X,,,,,V,0006,,EA,ZSRV,MM_CUSTOM,20230707,MM_CUSTOM,20231017,
812,ERSA,Spare Part,F,07,M,ROH,07,X,X,X,X,,X,,X,V,0007,,PC,Z001,MDG_BATCH,20240808,MDG_BATCH,20241118,
100,FERT,Finished Product,E,01,M,,01,,X,X,X,,X,,X,S,0001,SER1,PC,ZMAT,CB9980520010,20180909,CB9980520020,20251219,
200,HALB,Semi-Finished Product,P,02,M,FERT,02,,X,X,X,X,X,,X,S,0002,SER1,KG,Z020,MM_CUSTOM,20191010,MM_CUSTOM,20230120,
300,ROH,Raw Material,D,03,M,,03,X,X,X,X,X,X,,X,V,0003,,KG,ZMAT,MDG_BATCH,20201111,MDG_BATCH,20240221,
400,HAWA,Trading Goods,F,04,A,,04,X,X,X,X,,,,X,V,0004,,PC,Z001,CB9980520010,20211212,CB9980520020,20250322,
510,NLAG,Non-Stock Material,E,05,M,,05,X,X,,,,,,,,0005,,PC,Z010,MM_CUSTOM,20220113,MM_CUSTOM,20230423,
600,DIEN,Service,P,06,P,,06,X,X,,X,,,,,V,0006,,EA,ZSRV,MDG_BATCH,20230214,MDG_BATCH,20240524,
700,ERSA,Spare Part,D,07,M,ROH,07,X,X,X,X,X,X,,X,V,0007,,PC,Z002,CB9980520010,20240315,CB9980520020,20250625,
812,FERT,Finished Product,F,01,M,,01,,X,X,X,,X,,X,V,0001,,CS,Z001,MM_CUSTOM,20180416,MM_CUSTOM,20230726,
100,HALB,Semi-Finished Product,E,02,M,FERT,02,,X,X,X,X,X,,X,S,0002,,KG,Z002,MDG_BATCH,20190517,MDG_BATCH,20240827,
200,ROH,Raw Material,P,03,M,,03,X,X,X,X,X,X,,X,V,0003,,M,ZMAT,CB9980520010,20200618,CB9980520020,20250901,
300,HAWA,Trading Goods,D,04,A,,04,X,X,X,X,,,,X,V,0004,SER1,EA,Z002,MM_CUSTOM,20210719,MM_CUSTOM,20231002,
400,NLAG,Non-Stock Material,F,05,M,,05,X,X,,,,,,,,0005,,EA,Z010,MDG_BATCH,20220820,MDG_BATCH,20241103,
510,DIEN,Service,E,06,P,,06,X,X,,X,,,,,V,0006,,EA,ZSRV,CB9980520010,20230921,CB9980520020,20251204,
600,ERSA,Spare Part,P,07,M,ROH,07,X,X,X,X,,X,,X,V,0007,,EA,Z002,MM_CUSTOM,20241022,MM_CUSTOM,20230105,
700,FERT,Finished Product,D,01,M,,01,,X,X,X,,X,,X,V,0001,SER1,EA,Z001,MDG_BATCH,20181123,MDG_BATCH,20240206,
812,HALB,Semi-Finished Product,F,02,M,FERT,02,,X,X,X,X,X,,X,S,0002,SER1,M,ZMAT,CB9980520010,20191224,CB9980520020,20250307,
100,ROH,Raw Material,E,03,M,,03,X,X,X,X,X,X,,X,V,0003,,L,Z030,MM_CUSTOM,20200125,MM_CUSTOM,20230408,
200,HAWA,Trading Goods,P,04,A,,04,X,X,X,X,,,,X,V,0004,,EA,Z001,MDG_BATCH,20210226,MDG_BATCH,20240509,
300,NLAG,Non-Stock Material,D,05,M,,05,X,X,,,,,,,,0005,,EA,Z010,CB9980520010,20220327,CB9980520020,20250610,
400,DIEN,Service,F,06,P,,06,X,X,,X,,,,,V,0006,,EA,ZSRV,MM_CUSTOM,20230401,MM_CUSTOM,20230711,
510,ERSA,Spare Part,E,07,M,ROH,07,X,X,X,X,,X,,X,V,0007,SER1,EA,Z001,MDG_BATCH,20240502,MDG_BATCH,20240812,
600,FERT,Finished Product,P,01,M,,01,,X,X,X,X,X,,X,S,0001,ZSER,EA,Z010,CB9980520010,20180603,CB9980520020,20250913,
700,HALB,Semi-Finished Product,D,02,M,FERT,02,,X,X,X,X,X,,X,S,0002,ZSER,M,Z020,MM_CUSTOM,20190704,MM_CUSTOM,20231014,
812,ROH,Raw Material,F,03,M,,03,X,X,X,X,X,X,,X,V,0003,,G,Z020,MDG_BATCH,20200805,MDG_BATCH,20241115,
100,HAWA,Trading Goods,E,04,A,,04,X,X,X,X,X,,X,X,V,0004,,EA,Z002,CB9980520010,20210906,CB9980520020,20251216,
200,NLAG,Non-Stock Material,P,05,M,,05,X,X,,,,,,,,0005,,EA,Z001,MM_CUSTOM,20221007,MM_CUSTOM,20230117,
300,DIEN,Service,D,06,P,,06,X,X,,X,,,,,V,0006,,EA,ZSRV,MDG_BATCH,20231108,MDG_BATCH,20240218,
400,ERSA,Spare Part,F,07,M,ROH,07,X,X,X,X,,X,,X,V,0007,,EA,Z002,CB9980520010,20241209,CB9980520020,20250319,
510,FERT,Finished Product,E,01,M,,01,,X,X,X,X,X,,X,S,0001,SER1,EA,Z010,MM_CUSTOM,20180110,MM_CUSTOM,20230420,
600,HALB,Semi-Finished Product,P,02,M,FERT,02,,X,X,X,,X,,X,V,0002,ZSER,KG,Z020,MDG_BATCH,20190211,MDG_BATCH,20240521,
700,ROH,Raw Material,D,03,M,,03,X,X,X,X,,X,,X,V,0003,,G,Z030,CB9980520010,20200312,CB9980520020,20250622,
812,HAWA,Trading Goods,F,04,A,,04,X,X,X,X,,,,X,V,0004,,EA,Z010,MM_CUSTOM,20210413,MM_CUSTOM,20230723,
100,NLAG,Non-Stock Material,E,05,M,,05,X,X,,,,,,,,0005,,EA,Z001,MDG_BATCH,20220514,MDG_BATCH,20240824,
200,DIEN,Service,P,06,P,,06,X,X,,X,,,,,V,0006,,EA,ZSRV,CB9980520010,20230615,CB9980520020,20250925,
300,ERSA,Spare Part,D,07,M,ROH,07,X,X,X,X,X,X,,X,V,0007,SER1,PC,Z001,MM_CUSTOM,20240716,MM_CUSTOM,20231026,
400,FERT,Finished Product,F,01,M,,01,,X,X,X,X,X,,X,V,0001,ZSER,CS,Z010,MDG_BATCH,20180817,MDG_BATCH,20241127,
510,HALB,Semi-Finished Product,E,02,M,FERT,02,,X,X,X,X,X,,X,S,0002,ZSER,EA,Z020,CB9980520010,20190918,CB9980520020,20251201,
600,ROH,Raw Material,P,03,M,,03,X,X,X,X,,X,,X,V,0003,,G,Z030,MM_CUSTOM,20201019,MM_CUSTOM,20230102,
700,HAWA,Trading Goods,D,04,A,,04,X,X,X,X,,,,X,V,0004,SER1,PC,Z001,MDG_BATCH,20211120,MDG_BATCH,20240203,
812,NLAG,Non-Stock Material,F,05,M,,05,X,X,,,,,,,,0005,,PC,Z001,CB9980520010,20221221,CB9980520020,20250304,
100,DIEN,Service,E,06,P,,06,X,X,,X,,,,,V,0006,,EA,ZSRV,MM_CUSTOM,20230122,MM_CUSTOM,20230405,
200,ERSA,Spare Part,P,07,M,ROH,07,X,X,X,X,,X,,X,V,0007,,PC,ZMAT,MDG_BATCH,20240223,MDG_BATCH,20240506,
300,FERT,Finished Product,D,01,M,,01,,X,X,X,X,X,,X,V,0001,SER1,PC,Z001,CB9980520010,20180324,CB9980520020,20250607,
400,HALB,Semi-Finished Product,F,02,M,FERT,02,,X,X,X,,X,,X,V,0002,ZSER,KG,ZMAT,MM_CUSTOM,20190425,MM_CUSTOM,20230708,
510,ROH,Raw Material,E,03,M,,03,X,X,X,X,X,X,,X,V,0003,,M,ZMAT,MDG_BATCH,20200526,MDG_BATCH,20240809,
600,HAWA,Trading Goods,P,04,A,,04,X,X,X,X,,,,X,V,0004,SER1,PC,Z002,CB9980520010,20210627,CB9980520020,20250910,
700,NLAG,Non-Stock Material,D,05,M,,05,X,X,,,,,,,,0005,,EA,Z010,MM_CUSTOM,20220701,MM_CUSTOM,20231011,
812,DIEN,Service,F,06,P,,06,X,X,,X,,,,,V,0006,,EA,ZSRV,MDG_BATCH,20230802,MDG_BATCH,20241112,
100,ERSA,Spare Part,E,07,M,ROH,07,X,X,X,X,,X,,X,V,0007,SER1,PC,Z002,CB9980520010,20240903,CB9980520020,20251213,
200,FERT,Finished Product,P,01,M,,01,,X,X,X,X,X,,X,V,0001,ZSER,EA,Z010,MM_CUSTOM,20181004,MM_CUSTOM,20230114,
300,HALB,Semi-Finished Product,D,02,M,FERT,02,,X,X,X,X,X,,X,V,0002,ZSER,KG,Z002,MDG_BATCH,20191105,MDG_BATCH,20240215,
400,ROH,Raw Material,F,03,M,,03,X,X,X,X,,X,,X,V,0003,,KG,Z030,CB9980520010,20201206,CB9980520020,20250316,
510,HAWA,Trading Goods,E,04,A,,04,X,X,X,X,,,,X,V,0004,,PC,Z010,MM_CUSTOM,20210107,MM_CUSTOM,20230417,
600,NLAG,Non-Stock Material,P,05,M,,05,X,X,,,,,,,,0005,,PC,Z001,MDG_BATCH,20220208,MDG_BATCH,20240518,
700,DIEN,Service,D,06,P,,06,X,X,,X,,,,,V,0006,,EA,ZSRV,CB9980520010,20230309,CB9980520020,20250619,
812,ERSA,Spare Part,F,07,M,ROH,07,X,X,X,X,,X,,X,V,0007,SER1,EA,ZMAT,MM_CUSTOM,20240410,MM_CUSTOM,20230720,
100,FERT,Finished Product,E,01,M,,01,,X,X,X,,X,,X,V,0001,ZSER,EA,Z001,MDG_BATCH,20180511,MDG_BATCH,20240821,
200,HALB,Semi-Finished Product,P,02,M,FERT,02,,X,X,X,,X,,X,V,0002,,KG,ZMAT,CB9980520010,20190612,CB9980520020,20250922,
300,ROH,Raw Material,D,03,M,,03,X,X,X,X,X,X,,X,V,0003,,M,Z020,MM_CUSTOM,20200713,MM_CUSTOM,20231023,
400,HAWA,Trading Goods,F,04,A,,04,X,X,X,X,,,,X,V,0004,SER1,EA,Z001,MDG_BATCH,20210814,MDG_BATCH,20241124,
510,NLAG,Non-Stock Material,E,05,M,,05,X,X,,,,,,,,0005,,PC,Z010,CB9980520010,20220915,CB9980520020,20251225,
600,DIEN,Service,P,06,P,,06,X,X,,X,,,,,V,0006,,EA,ZSRV,MM_CUSTOM,20231016,MM_CUSTOM,20230126,
700,ERSA,Spare Part,D,07,M,ROH,07,X,X,X,X,,X,,X,V,0007,SER1,EA,Z002,MDG_BATCH,20241117,MDG_BATCH,20240227,
812,FERT,Finished Product,F,01,M,,01,,X,X,X,X,X,,X,S,0001,ZSER,EA,Z010,CB9980520010,20181218,CB9980520020,20250301,
100,HALB,Semi-Finished Product,E,02,M,FERT,02,,X,X,X,X,X,,X,S,0002,ZSER,M,ZMAT,MM_CUSTOM,20190119,MM_CUSTOM,20230402,
200,ROH,Raw Material,P,03,M,,03,X,X,X,X,,X,,X,V,0003,,KG,Z020,MDG_BATCH,20200220,MDG_BATCH,20240503,
300,HAWA,Trading Goods,D,04,A,,04,X,X,X,X,,,,X,V,0004,SER1,EA,Z010,CB9980520010,20210321,CB9980520020,20250604,
400,NLAG,Non-Stock Material,F,05,M,,05,X,X,,,,,,,,0005,,PC,ZSRV,MM_CUSTOM,20220422,MM_CUSTOM,20230705,
510,DIEN,Service,E,06,P,,06,X,X,,X,,,,,V,0006,,EA,ZSRV,MDG_BATCH,20230523,MDG_BATCH,20240806,
600,ERSA,Spare Part,P,07,M,ROH,07,X,X,X,X,,X,,X,V,0007,,EA,ZMAT,CB9980520010,20240624,CB9980520020,20250907,
700,FERT,Finished Product,D,01,M,,01,,X,X,X,X,X,,X,S,0001,,EA,ZMAT,MM_CUSTOM,20180725,MM_CUSTOM,20231008,
812,HALB,Semi-Finished Product,F,02,M,FERT,02,,X,X,X,X,X,,X,V,0002,,KG,Z002,MDG_BATCH,20190826,MDG_BATCH,20241109,
100,ROH,Raw Material,E,03,M,,03,X,X,X,X,X,X,,X,V,0003,,G,ZMAT,CB9980520010,20200927,CB9980520020,20251210,
200,HAWA,Trading Goods,P,04,A,,04,X,X,X,X,,,X,X,V,0004,,EA,Z001,MM_CUSTOM,20211001,MM_CUSTOM,20230111,
300,NLAG,Non-Stock Material,D,05,M,,05,X,X,,,,,,,,0005,,PC,Z010,MDG_BATCH,20221102,MDG_BATCH,20240212,
400,DIEN,Service,F,06,P,,06,X,X,,X,,,,,V,0006,,EA,ZSRV,CB9980520010,20231203,CB9980520020,20250313,
510,ERSA,Spare Part,E,07,M,ROH,07,X,X,X,X,,X,,X,V,0007,SER1,EA,ZMAT,MM_CUSTOM,20240104,MM_CUSTOM,20230414,
600,FERT,Finished Product,P,01,M,,01,,X,X,X,,X,,X,S,0001,,PC,Z001,MDG_BATCH,20180205,MDG_BATCH,20240515,
700,HALB,Semi-Finished Product,D,02,M,FERT,02,,X,X,X,X,X,,X,S,0002,,EA,ZMAT,CB9980520010,20190306,CB9980520020,20250616,
812,ROH,Raw Material,F,03,M,,03,X,X,X,X,X,X,,X,V,0003,,KG,ZMAT,MM_CUSTOM,20200407,MM_CUSTOM,20230717,
100,HAWA,Trading Goods,E,04,A,,04,X,X,X,X,,,X,X,V,0004,SER1,PC,Z002,MDG_BATCH,20210508,MDG_BATCH,20240818,
200,NLAG,Non-Stock Material,P,05,M,,05,X,X,,,,,,,,0005,,EA,ZSRV,CB9980520010,20220609,CB9980520020,20250919,
300,DIEN,Service,D,06,P,,06,X,X,,X,,,,,V,0006,,EA,ZSRV,MM_CUSTOM,20230710,MM_CUSTOM,20231020,
400,ERSA,Spare Part,F,07,M,ROH,07,X,X,X,X,,X,,X,V,0007,,PC,ZMAT,MDG_BATCH,20240811,MDG_BATCH,20241121,
510,FERT,Finished Product,E,01,M,,01,,X,X,X,X,X,,X,S,0001,ZSER,PC,ZMAT,CB9980520010,20180912,CB9980520020,20251222,
600,HALB,Semi-Finished Product,P,02,M,FERT,02,,X,X,X,X,X,,X,V,0002,SER1,M,ZMAT,MM_CUSTOM,20191013,MM_CUSTOM,20230123,
700,ROH,Raw Material,D,03,M,,03,X,X,X,X,X,X,,X,V,0003,,G,ZMAT,MDG_BATCH,20201114,MDG_BATCH,20240224,
812,HAWA,Trading Goods,F,04,A,,04,X,X,X,X,,,,X,V,0004,,EA,Z001,CB9980520010,20211215,CB9980520020,20250325,
100,NLAG,Non-Stock Material,E,05,M,,05,X,X,,,,,,,,0005,,PC,Z010,MM_CUSTOM,20220116,MM_CUSTOM,20230426,
200,DIEN,Service,P,06,P,,06,X,X,,X,,,,,V,0006,,EA,ZSRV,MDG_BATCH,20230217,MDG_BATCH,20240527,
300,ERSA,Spare Part,D,07,M,ROH,07,X,X,X,X,,X,,X,V,0007,SER1,PC,Z001,CB9980520010,20240318,CB9980520020,20250601,
400,FERT,Finished Product,F,01,M,,01,,X,X,X,X,X,,X,V,0001,ZSER,EA,ZMAT,MM_CUSTOM,20180419,MM_CUSTOM,20230702,
510,HALB,Semi-Finished Product,E,02,M,FERT,02,,X,X,X,,X,,X,S,0002,ZSER,EA,Z002,MDG_BATCH,20190520,MDG_BATCH,20240803,
600,ROH,Raw Material,P,03,M,,03,X,X,X,X,X,X,,X,V,0003,,M,Z020,CB9980520010,20200621,CB9980520020,20250904,
700,HAWA,Trading Goods,D,04,A,,04,X,X,X,X,X,,,X,V,0004,SER1,EA,Z001,MM_CUSTOM,20210722,MM_CUSTOM,20231005,
812,NLAG,Non-Stock Material,F,05,M,,05,X,X,,,,,,,,0005,,PC,ZSRV,MDG_BATCH,20220823,MDG_BATCH,20241106,
100,DIEN,Service,E,06,P,,06,X,X,,X,,,,,V,0006,,EA,ZSRV,CB9980520010,20230924,CB9980520020,20251207,
200,ERSA,Spare Part,P,07,M,ROH,07,X,X,X,X,,X,,X,V,0007,SER1,EA,ZMAT,MM_CUSTOM,20241025,MM_CUSTOM,20230108,
300,FERT,Finished Product,D,01,M,,01,,X,X,X,,X,,X,V,0001,,EA,ZMAT,MDG_BATCH,20181126,MDG_BATCH,20240209,
400,HALB,Semi-Finished Product,F,02,M,FERT,02,,X,X,X,X,X,,X,V,0002,,EA,Z002,CB9980520010,20191227,CB9980520020,20250310,
510,ROH,Raw Material,E,03,M,,03,X,X,X,X,X,X,,X,V,0003,,G,ZMAT,MM_CUSTOM,20200101,MM_CUSTOM,20230411,
600,HAWA,Trading Goods,P,04,A,,04,X,X,X,X,,,,X,V,0004,,PC,Z002,MDG_BATCH,20210202,MDG_BATCH,20240512,
700,NLAG,Non-Stock Material,D,05,M,,05,X,X,,,,,,,,0005,,EA,Z001,CB9980520010,20220303,CB9980520020,20250613,
812,DIEN,Service,F,06,P,,06,X,X,,X,,,,,V,0006,,EA,ZSRV,MM_CUSTOM,20230404,MM_CUSTOM,20230714,
100,ERSA,Spare Part,E,07,M,ROH,07,X,X,X,X,,X,,X,V,0007,SER1,EA,ZMAT,MDG_BATCH,20240505,MDG_BATCH,20240815,
200,FERT,Finished Product,P,01,M,,01,,X,X,X,X,X,,X,S,0001,SER1,PC,Z001,CB9980520010,20180606,CB9980520020,20250916,
300,HALB,Semi-Finished Product,D,02,M,FERT,02,,X,X,X,X,X,,X,S,0002,ZSER,EA,Z020,MM_CUSTOM,20190707,MM_CUSTOM,20231017,
400,ROH,Raw Material,F,03,M,,03,X,X,X,X,,X,,X,V,0003,,G,Z020,MDG_BATCH,20200808,MDG_BATCH,20241118,
510,HAWA,Trading Goods,E,04,A,,04,X,X,X,X,,,,X,V,0004,SER1,PC,Z010,CB9980520010,20210909,CB9980520020,20251219,
600,NLAG,Non-Stock Material,P,05,M,,05,X,X,,,,,,,,0005,,EA,ZSRV,MM_CUSTOM,20221010,MM_CUSTOM,20230120,
700,DIEN,Service,D,06,P,,06,X,X,,X,,,,,V,0006,,EA,ZSRV,MDG_BATCH,20231111,MDG_BATCH,20240221,
812,ERSA,Spare Part,F,07,M,ROH,07,X,X,X,X,,X,,X,V,0007,SER1,PC,ZMAT,CB9980520010,20241212,CB9980520020,20250322,
100,FERT,Finished Product,E,01,M,,01,,X,X,X,,X,,X,V,0001,SER1,EA,ZMAT,MM_CUSTOM,20180113,MM_CUSTOM,20230423,
200,HALB,Semi-Finished Product,P,02,M,FERT,02,,X,X,X,,X,,X,V,0002,,EA,Z020,MDG_BATCH,20190214,MDG_BATCH,20240524,
300,ROH,Raw Material,D,03,M,,03,X,X,X,X,,X,,X,V,0003,,KG,Z030,CB9980520010,20200315,CB9980520020,20250625,
400,HAWA,Trading Goods,F,04,A,,04,X,X,X,X,,,,X,V,0004,SER1,PC,Z001,MM_CUSTOM,20210416,MM_CUSTOM,20230726,
510,NLAG,Non-Stock Material,E,05,M,,05,X,X,,,,,,,,0005,,PC,Z001,MDG_BATCH,20220517,MDG_BATCH,20240827,
600,DIEN,Service,P,06,P,,06,X,X,,X,,,,,V,0006,,EA,ZSRV,CB9980520010,20230618,CB9980520020,20250901,
700,ERSA,Spare Part,D,07,M,ROH,07,X,X,X,X,,X,,X,V,0007,SER1,PC,ZMAT,MM_CUSTOM,20240719,MM_CUSTOM,20231002,
812,FERT,Finished Product,F,01,M,,01,,X,X,X,X,X,,X,S,0001,,EA,Z001,MDG_BATCH,20180820,MDG_BATCH,20241103,
100,HALB,Semi-Finished Product,E,02,M,FERT,02,,X,X,X,,X,,X,S,0002,ZSER,KG,ZMAT,CB9980520010,20190921,CB9980520020,20251204,
200,ROH,Raw Material,P,03,M,,03,X,X,X,X,X,X,,X,V,0003,,M,Z030,MM_CUSTOM,20201022,MM_CUSTOM,20230105,
300,HAWA,Trading Goods,D,04,A,,04,X,X,X,X,,,X,X,V,0004,,EA,Z010,MDG_BATCH,20211123,MDG_BATCH,20240206,
400,NLAG,Non-Stock Material,F,05,M,,05,X,X,,,,,,,,0005,,PC,ZSRV,CB9980520010,20221224,CB9980520020,20250307,
510,DIEN,Service,E,06,P,,06,X,X,,X,,,,,V,0006,,EA,ZSRV,MM_CUSTOM,20230125,MM_CUSTOM,20230408,
600,ERSA,Spare Part,P,07,M,ROH,07,X,X,X,X,,X,,X,V,0007,SER1,PC,Z002,MDG_BATCH,20240226,MDG_BATCH,20240509,
700,FERT,Finished Product,D,01,M,,01,,X,X,X,,X,,X,V,0001,ZSER,CS,Z010,CB9980520010,20180327,CB9980520020,20250610,
812,HALB,Semi-Finished Product,F,02,M,FERT,02,,X,X,X,,X,,X,S,0002,SER1,M,ZMAT,MM_CUSTOM,20190401,MM_CUSTOM,20230711,
100,ROH,Raw Material,E,03,M,,03,X,X,X,X,X,X,,X,V,0003,,KG,ZMAT,MDG_BATCH,20200502,MDG_BATCH,20240812,
