Client,Product,ProductDescription,Language,ProductType,BaseUnit,PurchaseOrderQuantityUnit,PreferredUnitOfMeasure,ProductGroup,ProductHierarchy,Division,IndustrySector,ItemCategoryGroup,CountryOfOrigin,NetWeight,GrossWeight,WeightUnit,MaterialVolume,VolumeUnit,ValidityStartDate,CreatedByUser,CreationDate,LastChangedByUser,LastChangeDate,AuthorizationGroup,CrossPlantStatus,Brand,ProductManufacturerNumber,WarehouseProductGroup,WarehouseStorageCondition,ProcurementRule,IsMarkedForDeletion,IsBatchManagementRequired,ProductIsConfigurable,QltyMgmtInProcmtIsActive,QualityInspectionGroup,SerialNumberProfile,SizeOrDimensionText
200,000000005010013389,Rolamento Reserva Standard 59D P002,DE,ERSA,M2,M2,M2,ZSRV,002005007007003005,30,O,LUMF,DE,337.418,420.710,KG,,,20260326,CB9980520010,20180419,CB9980520020,20230620,,02,0001,,WA02,04,,,,,,QP01,,182mm
300,000000005010013526,Caderno Corporativo Leve 84A P003,FR,FERT,PAL,PAL,PAL,Z001,002008004002003003,10,L,VERP,FR,394.568,451.295,LB,,,20220830,MDG_USER08,20190719,MDG_USER12,20201213,ZMM1,,,,WHSE,Z1,X,,,,,ZM01,,339mm
400,000000005010013663,Painel Laminado Tecnico 17D P004,EN,HALB,PC,EA,EA,Z002,003005004003008007,10,P,VERP,GB,121.867,135.477,G,2.345,M3,20150709,CB9980520010,20190908,MDG_USER12,20150108,ZMM1,,,,WHSE,Z1,X,,,,,,,
510,000000005010013800,Granulado PVC Premium 82A P001,PT,ROH,KG,EA,KG,Z010,004008008001002007,20,A,NORM,BR,286.121,299.586,KG,,,20170909,CB9980520010,20241222,MM_BATCH_03,20240413,,,0001,,WA02,04,,,,,,,,
600,000000005010013937,Conector Universal Alimenticio 12A P002,EN,HAWA,M,EA,M,Z020,004009005005008005,10,L,NORM,US,140.775,167.594,KG,,,20200529,CB9980520010,20140106,CB9980520020,20230403,,02,ZBX1,,WA01,04,,,,,,ZM01,,
700,000000005010014074,Pano de Limpeza Automotivo 92A P003,DE,NLAG,G,G,G,Z030,001009007004001009,10,L,LUMF,DE,185.461,204.665,KG,0.069,CDM,20210219,MM_BATCH_01,20160128,MM_BATCH_03,20200318,ZMM1,02,,MFR-668061,,Z1,X,,,X,X,,,408mm
812,000000005010014211,Servico de Montagem Tecnico 75C P004,FR,DIEN,EA,EA,EA,ZMAT,009003008002008005,10,P,VERP,FR,217.731,253.471,KG,,,20190106,CB9980520010,20171210,MDG_USER12,20170716,ZMM1,,,MFR-209125,WA01,Z1,X,,,,X,,,
100,000000005010014348,Engrenagem Reserva Standard 96C P001,EN,ERSA,G,EA,EA,ZSRV,009002009005007005,40,A,BANS,GB,325.243,350.453,KG,,,20250415,MDG_USER08,20141002,MDG_USER12,20250202,M001,,,MFR-462251,,,,,,,,QP01,,
200,000000005010014485,Caderno Corporativo Premium 26D P002,PT,FERT,PAL,CS,CS,Z001,001009003007006004,00,L,LUMF,BR,28.858,,,,,20151129,MM_BATCH_01,20141208,MDG_USER12,20221205,M002,,,,,,,,,,,,,
300,000000005010014622,Tubo de Aluminio Alta Densidade 90A P003,EN,HALB,PAL,PAL,PAL,Z002,005001007004007001,00,C,NORM,US,147.060,154.205,KG,1.176,M3,20180108,CB9980520010,20170223,CB9980520020,20211231,ZMM1,01,,,,02,,,,,,QP01,,
400,000000005010014759,Celulose Leve 75B P004,DE,ROH,EA,KG,KG,Z010,004004009008007009,40,L,LUMF,DE,94.513,95.593,G,,,20240424,MDG_USER08,20221024,MDG_USER12,20141106,M001,02,ZBX1,,,02,,,X,,,QP01,SERI,
510,000000005010014896,Rolamento Alta Densidade 07B P001,FR,HAWA,G,G,G,Z020,008008002005004003,10,L,NORM,FR,110.161,137.394,KG,,,20231227,MM_BATCH_01,20211106,CB9980520020,20211124,,01,,,WHSE,04,,,,,,ZM01,,
600,000000005010015033,Papel Sulfite Premium 92C P002,EN,NLAG,L,L,L,Z030,003008009005001003,00,O,LEER,GB,225.045,231.304,KG,1.014,CDM,20160609,CB9980520010,20250906,MM_BATCH_03,20140619,ZMM1,,0001,,WA02,Z1,,,,X,X,,,
700,000000005010015170,Servico de Pintura Farmaceutico 29D P003,PT,DIEN,EA,EA,EA,ZMAT,007002009005009002,30,P,BANS,BR,121.279,133.616,LB,0.373,CDM,20210316,CB9980520010,20210909,MDG_USER12,20160728,M001,01,ZBX1,,,,,,,,,,,
812,000000005010015307,Kit de Vedacao Flexivel 50D P004,EN,ERSA,KG,KG,KG,ZSRV,005007007003001001,00,A,VERP,US,382.634,476.502,KG,1.039,CDM,20140507,MM_BATCH_01,20250117,MM_BATCH_03,20200218,M002,02,,,,02,X,,,,,ZM01,,
100,000000005010015444,Conector de Cobre Farmaceutico 14C P001,DE,FERT,PC,PC,PC,Z001,003001008003001008,40,L,LEER,DE,419.072,463.478,KG,1.702,M3,20200601,MM_BATCH_01,20230715,MM_BATCH_03,20151222,ZMM1,ZL,,,,04,,,,,,,,413mm
200,000000005010015581,Perfil Metalico Reforcado 32C P002,FR,HALB,CS,CS,CS,Z002,007001009004002001,10,O,BANS,FR,416.379,482.452,G,0.642,CDM,20180523,MM_BATCH_01,20210921,MM_BATCH_03,20150427,M002,02,,MFR-734174,,,,,,,,,,
300,000000005010015718,Aluminio Farmaceutico 87A P003,EN,ROH,KG,EA,EA,Z010,007005009006009006,30,A,BANS,GB,188.028,220.645,KG,,,20190117,MM_BATCH_01,20190717,CB9980520020,20210328,ZMM1,,,,WHSE,,,,X,,,QP01,SERI,
400,000000005010015855,Filtro de Ar Reforcado 94B P004,PT,HAWA,G,EA,G,Z020,009006006005008008,20,A,NORM,BR,171.534,209.202,KG,0.396,M3,20210111,CB9980520010,20180726,MM_BATCH_03,20250208,,01,,,WA02,04,,,,,,,,
510,000000005010015992,Caixa Arquivo Flexivel 32B P001,EN,NLAG,M2,EA,M2,Z030,005004005007006009,00,L,VERP,US,38.232,46.887,KG,2.022,CDM,20241203,MDG_USER08,20210709,MDG_USER12,20150207,,,,MFR-773850,WA02,,,,,,,,,
600,000000005010016129,Servico de Transporte Tecnico 43A P002,DE,DIEN,EA,EA,EA,ZMAT,007006004005004007,10,A,NORM,DE,370.720,,,,,20251001,MM_BATCH_01,20240815,MM_BATCH_03,20231026,M001,ZL,,,WA02,Z1,,,,,,ZM01,,
700,000000005010016266,Rolamento Reserva Leve 62D P003,FR,ERSA,EA,EA,EA,ZSRV,008005005001004001,20,O,VERP,FR,106.024,,,,,20250317,MDG_USER08,20170623,MM_BATCH_03,20140624,,,ZBX1,MFR-643678,WHSE,02,,,,,,,,
812,000000005010016403,Garrafa PET Industrial 39A P004,EN,FERT,PC,PC,PC,Z001,003004005003002007,30,L,VERP,GB,91.470,109.986,G,1.465,L,20140210,MM_BATCH_01,20231014,MM_BATCH_03,20180423,M002,02,,MFR-770179,,02,X,,,,,,,40mm
100,000000005010016540,Chapa de Aco Standard 13A P001,PT,HALB,CS,CS,CS,Z002,004007001009006003,30,O,VERP,BR,153.781,163.319,LB,0.334,M3,20241111,CB9980520010,20211202,MDG_USER12,20141011,,ZL,ORGL,,WA02,Z1,,,,,,QP01,,
200,000000005010016677,Tecido Tecnico Industrial 36A P002,EN,ROH,L,L,L,Z010,007002002007009006,00,M,VERP,US,238.694,295.107,KG,0.212,CDM,20210324,CB9980520010,20161023,MDG_USER12,20230423,M001,,,,,02,F,,X,,,QP01,ZSER,
300,000000005010016814,Conector Universal Alta Densidade 27A P0,DE,HAWA,KG,KG,KG,Z020,005006005003001006,10,L,BANS,DE,384.861,454.157,KG,2.127,CDM,20200729,CB9980520010,20170416,MM_BATCH_03,20210125,,,,,,Z1,F,,,,,,,469mm
400,000000005010016951,Etiqueta Adesiva Alta Densidade 99C P004,FR,NLAG,L,EA,EA,Z030,008003004009001006,20,M,VERP,FR,164.637,198.224,KG,1.901,M3,20181124,CB9980520010,20210623,MDG_USER12,20161130,M001,01,,,WA02,,,,,,,QP01,,
510,000000005010017088,Servico de Transporte Premium 51B P001,EN,DIEN,EA,EA,EA,ZMAT,007001007006006007,40,C,LEER,GB,12.551,14.907,KG,0.569,L,20190618,MDG_USER08,20160524,MM_BATCH_03,20230929,M001,,ZBRN,,,02,F,,,,,ZM01,,
600,000000005010017225,Sensor Reserva Standard 82D P002,PT,ERSA,EA,EA,EA,ZSRV,006007007007002008,30,P,BANS,BR,171.061,175.679,KG,,,20241028,MM_BATCH_01,20180324,CB9980520020,20141019,,ZL,0001,,WHSE,Z1,F,,,,,,,
700,000000005010017362,Caderno Corporativo Reforcado 82C P003,EN,FERT,PAL,PAL,PAL,Z001,002004004008007003,00,P,BANS,US,271.296,314.180,G,1.120,CDM,20220422,MDG_USER08,20250613,MDG_USER12,20200825,ZMM1,ZL,,MFR-521950,WA02,Z1,F,,,,X,ZM01,,196mm
812,000000005010017499,Filme Plastico Premium 91B P004,DE,HALB,EA,EA,EA,Z002,001009009009001002,40,O,VERP,DE,296.857,,,2.257,CDM,20161227,CB9980520010,20210806,MM_BATCH_03,20250815,,02,,MFR-932370,WA01,02,,,,,,,,271mm
100,000000005010017636,Latão Baixa Densidade 50B P001,FR,ROH,L,EA,EA,Z010,007004009004001004,40,M,LEER,FR,214.887,242.745,KG,1.291,M3,20190323,CB9980520010,20221116,MM_BATCH_03,20210703,,ZL,,MFR-607740,,02,,,X,,,QP01,SERI,
200,000000005010017773,Papel Cartao Flexivel 56C P002,EN,HAWA,M2,EA,M2,Z020,004009006006006002,20,A,VERP,GB,155.490,,,,,20240409,MDG_USER08,20150104,CB9980520020,20230503,M001,ZL,,MFR-128670,,Z1,,,,X,,ZM01,,
300,000000005010017910,Etiqueta Adesiva Leve 37B P003,PT,NLAG,M,KG,KG,Z030,001004007005002007,20,P,BANS,BR,7.107,8.002,G,0.252,L,20140927,MDG_USER08,20220512,MM_BATCH_03,20200901,M002,,ZBRN,,WA01,,,,,,,,,
400,000000005010018047,Servico de Pintura Alimenticio 10A P004,EN,DIEN,EA,EA,EA,ZMAT,009004007003003006,10,P,LUMF,US,95.867,115.650,KG,,,20220925,MM_BATCH_01,20230302,MDG_USER12,20160322,M002,,,MFR-450923,,,,,,,,,,
510,000000005010018184,Peca de Reposicao Alta Densidade 14A P00,DE,ERSA,M,EA,EA,ZSRV,006009004006002009,00,C,NORM,DE,0.169,0.176,LB,1.847,M3,20150707,MM_BATCH_01,20230130,MDG_USER12,20210603,,02,,,,02,F,,,,,ZM01,,
600,000000005010018321,Componente Eletrico Alimenticio 86D P002,FR,FERT,PC,CS,CS,Z001,003006005002009007,00,P,LUMF,FR,416.560,505.363,LB,1.279,L,20191030,MM_BATCH_01,20200514,CB9980520020,20220909,,,ORGL,,WA02,04,X,,,,,ZM01,,
700,000000005010018458,Bobina de Papel Tecnico 10B P003,EN,HALB,CS,CS,CS,Z002,003003009001006009,00,L,LUMF,GB,293.030,,,2.061,CDM,20201201,MM_BATCH_01,20210505,MDG_USER12,20171019,M001,,ZBRN,MFR-302359,WA01,,,,X,,,QP01,,
812,000000005010018595,Vidro Temperado Automotivo 46B P004,PT,ROH,M2,EA,M2,Z010,005001001006007008,40,C,NORM,BR,396.211,,,1.026,CDM,20180207,MDG_USER08,20141229,MM_BATCH_03,20230226,M001,,,,,,X,,,,,ZM01,,
100,000000005010018732,Parafuso Galvanizado Tecnico 03A P001,EN,HAWA,G,G,G,Z020,009009005001007001,40,A,BANS,US,210.163,231.544,KG,1.626,M3,20240505,MDG_USER08,20161227,CB9980520020,20250122,M001,01,,MFR-196541,WA02,04,F,,,,,,,
200,000000005010018869,Etiqueta Adesiva Premium 18B P002,DE,NLAG,G,EA,G,Z030,001008009005006009,30,O,BANS,DE,130.658,146.067,KG,1.796,L,20260309,MM_BATCH_01,20190119,CB9980520020,20180829,ZMM1,,,MFR-142493,,Z1,X,,,,X,,,
300,000000005010019006,Servico de Pintura Flexivel 20D P003,FR,DIEN,EA,EA,EA,ZMAT,007007006001007006,00,M,LEER,FR,58.348,71.985,KG,0.712,M3,20191221,MM_BATCH_01,20160820,MDG_USER12,20230405,ZMM1,,,,,02,X,,,,,,,
400,000000005010019143,Rolamento Reserva Baixa Densidade 77A P0,EN,ERSA,KG,KG,KG,ZSRV,005006005002009006,00,M,LUMF,GB,261.262,263.652,KG,,,20141215,CB9980520010,20231123,CB9980520020,20220427,M001,02,,MFR-733972,,04,X,,,,,ZM01,,
510,000000005010019280,Caderno Corporativo Farmaceutico 52B P00,PT,FERT,PAL,CS,CS,Z001,002009005002009003,10,C,LEER,BR,133.276,147.933,KG,0.030,L,20231105,CB9980520010,20200913,MM_BATCH_03,20260219,ZMM1,02,0001,,,02,,,,,,,,
600,000000005010019417,Bobina de Papel Automotivo 81D P002,EN,HALB,CS,CS,CS,Z002,008009003009002003,20,C,LEER,US,51.657,58.869,LB,2.461,L,20240517,CB9980520010,20140314,MM_BATCH_03,20221123,,ZL,,,,,F,,X,,,ZM01,ZSER,
700,000000005010019554,Polipropileno Tecnico 25A P003,DE,ROH,KG,EA,EA,Z010,008004001006006005,00,P,NORM,DE,253.568,291.362,KG,,,20250409,MDG_USER08,20260120,MM_BATCH_03,20180729,ZMM1,,,,,,,,,,,,,
812,000000005010019691,Papel Cartao Industrial 82C P004,FR,HAWA,M2,EA,EA,Z020,001009003003003004,30,L,VERP,FR,39.200,39.262,LB,2.008,L,20160425,MDG_USER08,20230116,CB9980520020,20170423,M001,ZL,,MFR-596321,,04,,,X,,X,ZM01,ZSER,
100,000000005010019828,Papel Sulfite Leve 33B P001,EN,NLAG,M2,M2,M2,Z030,006007004008005002,30,C,LEER,GB,401.063,,,0.137,CDM,20221115,CB9980520010,20190903,MDG_USER12,20160604,M001,02,0001,MFR-752290,WA01,Z1,,,,,,,,
200,000000005010019965,Servico de Corte Industrial 99A P002,PT,DIEN,EA,EA,EA,ZMAT,003005009005004004,10,M,NORM,BR,409.355,,,1.747,CDM,20140103,MDG_USER08,20170824,MDG_USER12,20170528,M002,02,,,,,,,,,,ZM01,,
300,000000005010020102,Chave de Manutencao Industrial 91D P003,EN,ERSA,G,EA,EA,ZSRV,001005003007002009,00,O,VERP,US,400.856,485.902,KG,,,20180923,MDG_USER08,20230719,CB9980520020,20230711,ZMM1,02,,,,02,,,,,,,,
400,000000005010020239,Caderno Corporativo Flexivel 37C P004,DE,FERT,PC,PC,PC,Z001,004008006007005008,30,O,NORM,DE,145.858,170.981,G,0.611,M3,20210216,CB9980520010,20180606,CB9980520020,20190312,,ZL,,,,Z1,,,,,,,,155mm
510,000000005010020376,Bobina de Papel Alimenticio 23D P001,FR,HALB,EA,EA,EA,Z002,005005009006007007,20,P,NORM,FR,332.241,338.993,LB,0.994,CDM,20190130,MDG_USER08,20230116,MDG_USER12,20250608,ZMM1,ZL,,,,,,,,,X,ZM01,,
600,000000005010020513,Borracha Nitrilica Leve 67C P002,EN,ROH,L,KG,L,Z010,009006003001002004,10,L,LEER,GB,102.645,116.312,KG,,,20140518,MM_BATCH_01,20180918,MDG_USER12,20231002,M001,,,,,Z1,X,,,,X,,,
700,000000005010020650,Fita Tecnica Leve 14C P003,PT,HAWA,M,M,M,Z020,008005006002006005,00,L,LUMF,BR,194.290,226.752,G,2.276,M3,20240331,MM_BATCH_01,20190731,MDG_USER12,20180108,M002,,PLBL,,,Z1,F,,,,,ZM01,,
812,000000005010020787,Material de Escritorio Baixa Densidade 9,EN,NLAG,M,EA,EA,Z030,007004004006007005,40,L,LEER,US,7.138,7.189,KG,,,20181006,MM_BATCH_01,20150205,MM_BATCH_03,20210312,ZMM1,,,,WA01,02,,,,X,X,ZM01,,356mm
100,000000005010020924,Servico de Embalagem Alimenticio 70B P00,DE,DIEN,EA,EA,EA,ZMAT,008008003002007009,40,A,LEER,DE,332.689,357.979,G,0.993,CDM,20240510,MDG_USER08,20160501,CB9980520020,20211210,M002,02,,,,,F,,,,X,ZM01,,
200,000000005010021061,Kit de Vedacao Baixa Densidade 35A P002,FR,ERSA,KG,KG,KG,ZSRV,001001002007009003,30,L,LUMF,FR,307.859,324.639,KG,1.832,M3,20220904,MM_BATCH_01,20230726,MDG_USER12,20150502,ZMM1,,,MFR-153817,,,,,,,,QP01,,
300,000000005010021198,Bandeja de Aluminio Leve 12D P003,EN,FERT,PC,EA,PC,Z001,003003007004006001,00,A,LUMF,GB,298.337,306.915,KG,2.352,CDM,20260415,MM_BATCH_01,20220326,MM_BATCH_03,20170401,,,0001,MFR-186933,,,X,,X,,X,QP01,,
400,000000005010021335,Perfil Metalico Automotivo 65B P004,PT,HALB,PC,CS,CS,Z002,001009001005001006,40,L,BANS,BR,280.294,345.107,G,,,20201225,MDG_USER08,20140519,MDG_USER12,20250228,ZMM1,ZL,,,,04,X,,,,,ZM01,,
510,000000005010021472,Aluminio Automotivo 78B P001,EN,ROH,KG,KG,KG,Z010,009006009007007009,20,A,BANS,US,192.481,224.652,KG,,,20191226,MDG_USER08,20160301,MDG_USER12,20160121,M001,,,,WA01,04,,,X,,,ZM01,ZSER,
600,000000005010021609,Manta Plastica Industrial 11C P002,DE,HAWA,EA,KG,KG,Z020,009001005004009002,30,O,NORM,DE,360.379,372.263,G,1.502,CDM,20250419,MM_BATCH_01,20241230,CB9980520020,20210811,,02,,,WA01,02,,,X,,,ZM01,,
700,000000005010021746,Papel Sulfite Leve 14A P003,FR,NLAG,M2,KG,KG,Z030,003002005003001002,20,P,BANS,FR,250.870,290.584,LB,1.658,L,20180117,MM_BATCH_01,20160120,CB9980520020,20211230,M002,,PLBL,,WA02,02,,,,,,,,410mm
812,000000005010021883,Servico de Montagem Standard 87C P004,EN,DIEN,EA,EA,EA,ZMAT,007008008008006006,20,A,NORM,GB,66.326,81.017,G,,,20201124,MDG_USER08,20181127,MM_BATCH_03,20170428,,,,,WA01,Z1,,,,,,ZM01,,
100,000000005010022020,Peca de Reposicao Industrial 49C P001,PT,ERSA,EA,KG,EA,ZSRV,005007004004009003,10,M,VERP,BR,215.478,,,1.012,L,20140909,MM_BATCH_01,20190702,CB9980520020,20180411,M002,,,,,,,,,,,QP01,,
200,000000005010022157,Conector de Cobre Alimenticio 64A P002,EN,FERT,PAL,PAL,PAL,Z001,005001005002004008,30,O,BANS,US,158.756,170.448,KG,2.180,L,20181022,CB9980520010,20221011,MDG_USER12,20210420,ZMM1,01,ZBX1,,,04,,,,X,,,,
300,000000005010022294,Placa Tecnica Alta Densidade 84D P003,DE,HALB,EA,EA,EA,Z002,008001009007007008,30,M,LUMF,DE,103.307,116.799,KG,1.387,CDM,20201015,MDG_USER08,20250918,MDG_USER12,20170125,ZMM1,02,,,,,X,,X,,,ZM01,ZSER,
400,000000005010022431,Aco Carbono Alimenticio 92C P004,FR,ROH,M2,KG,KG,Z010,008008008001005009,00,M,VERP,FR,253.872,285.769,LB,1.433,L,20211017,CB9980520010,20250712,MM_BATCH_03,20250920,M001,01,,,WHSE,02,F,,,,,,,
510,000000005010022568,Manta Plastica Tecnico 84D P001,EN,HAWA,L,L,L,Z020,009003009001004005,20,P,LUMF,GB,393.514,423.116,KG,,,20230927,MM_BATCH_01,20191222,MM_BATCH_03,20170525,M002,,,,,,F,,X,,,,,
600,000000005010022705,Insumo de Apoio Tecnico 53D P002,PT,NLAG,G,EA,G,Z030,003002004009008008,00,O,LUMF,BR,400.134,466.019,KG,,,20140721,MM_BATCH_01,20190219,CB9980520020,20201104,,01,,,WHSE,Z1,F,,,,X,ZM01,,
700,000000005010022842,Servico de Inspecao Alta Densidade 22B P,EN,DIEN,EA,EA,EA,ZMAT,002006005005008006,00,P,LUMF,US,256.871,,,1.356,M3,20190427,MDG_USER08,20190910,CB9980520020,20190801,,,,MFR-450443,,02,X,,,,,ZM01,,
812,000000005010022979,Sensor Reserva Baixa Densidade 27B P004,DE,ERSA,G,G,G,ZSRV,007004004004007003,00,A,BANS,DE,115.812,131.292,KG,,,20250822,MM_BATCH_01,20180712,MM_BATCH_03,20210202,M001,,,,WA02,Z1,F,,,,,ZM01,,
100,000000005010023116,Embalagem Plastica Flexivel 22B P001,FR,FERT,EA,EA,EA,Z001,007001004006001005,10,A,NORM,FR,226.710,243.483,LB,,,20241109,CB9980520010,20231123,CB9980520020,20161230,,01,ZBX1,,WA01,,X,,,,X,QP01,,
200,000000005010023253,Composto Quimico Automotivo 33C P002,EN,HALB,PC,PC,PC,Z002,008001006009001006,40,P,BANS,GB,160.004,164.900,G,2.046,M3,20150330,CB9980520010,20141124,CB9980520020,20191104,M001,,,,,02,F,,,,,,,
300,000000005010023390,Vidro Temperado Alta Densidade 25A P003,PT,ROH,G,EA,EA,Z010,009006006009003003,10,L,BANS,BR,75.811,84.592,KG,,,20211231,MDG_USER08,20230903,MM_BATCH_03,20160307,M001,ZL,,,,,X,,,,,QP01,,150mm
400,000000005010023527,Adesivo Industrial Standard 12C P004,EN,HAWA,G,G,G,Z020,009007001008007006,00,O,LUMF,US,43.358,51.237,KG,1.422,CDM,20210618,CB9980520010,20170223,MM_BATCH_03,20150709,M001,ZL,,,,,,,,,X,,,
510,000000005010023664,Papel Sulfite Farmaceutico 65A P001,DE,NLAG,M,EA,EA,Z030,005001005007006005,10,O,VERP,DE,29.678,32.533,KG,,,20150421,MM_BATCH_01,20191020,MDG_USER12,20181107,,,ZBX1,,,02,X,,,,,,,
600,000000005010023801,Servico de Inspecao Industrial 70A P002,FR,DIEN,EA,EA,EA,ZMAT,004009002002008004,10,C,VERP,FR,260.921,270.259,G,1.128,M3,20160309,MM_BATCH_01,20141230,MM_BATCH_03,20161007,,01,,,,02,,,,,X,QP01,,119mm
700,000000005010023938,Sensor Reserva Premium 06A P003,EN,ERSA,KG,KG,KG,ZSRV,005001007001004002,00,P,VERP,GB,304.720,311.807,KG,,,20260420,CB9980520010,20240215,MM_BATCH_03,20260127,M002,,ZBRN,,WA01,Z1,,,,,,QP01,,72mm
812,000000005010024075,Suporte de Aco Tecnico 20C P004,PT,FERT,CS,EA,EA,Z001,005008005004003001,10,A,LEER,BR,412.044,435.371,G,,,20160603,MM_BATCH_01,20230826,CB9980520020,20181004,ZMM1,02,PLBL,,,Z1,,,X,,,ZM01,,
100,000000005010024212,Filme Plastico Standard 05A P001,EN,HALB,PC,EA,PC,Z002,004009007004008004,40,P,LUMF,US,272.711,281.894,KG,,,20190306,MM_BATCH_01,20150213,CB9980520020,20201204,M002,ZL,,,,Z1,X,,,,X,,,
200,000000005010024349,Aco Carbono Farmaceutico 26B P002,DE,ROH,M2,EA,M2,Z010,001003005009003005,30,A,VERP,DE,52.784,,,0.720,M3,20180117,MM_BATCH_01,20200226,MM_BATCH_03,20171021,,ZL,,,,Z1,F,X,,,,ZM01,,
300,000000005010024486,Filtro de Ar Flexivel 14B P003,FR,HAWA,EA,EA,EA,Z020,001004006003002007,30,P,LUMF,FR,45.772,53.994,G,2.453,M3,20240426,CB9980520010,20160908,MM_BATCH_03,20151207,ZMM1,,ZBX1,,WA02,02,F,,X,,,ZM01,SERI,
400,000000005010024623,Pano de Limpeza Leve 23A P004,EN,NLAG,L,EA,L,Z030,001008006009004001,20,C,LUMF,GB,356.851,415.475,KG,,,20210422,MM_BATCH_01,20230311,MDG_USER12,20220624,ZMM1,ZL,PLBL,,,04,X,,,,,,,228mm
510,000000005010024760,Servico de Montagem Leve 93A P001,PT,DIEN,EA,EA,EA,ZMAT,008005003001009004,20,P,LUMF,BR,216.846,,,1.072,M3,20220330,MM_BATCH_01,20160327,MM_BATCH_03,20220401,M001,02,ORGL,,WA02,02,X,,,,,,,
600,000000005010024897,Rolamento Reserva Standard 63C P002,EN,ERSA,M,KG,M,ZSRV,001007002002002004,40,M,LUMF,US,114.824,,,,,20221002,MM_BATCH_01,20150128,MDG_USER12,20180309,ZMM1,ZL,,,,Z1,X,,,,,,,
700,000000005010025034,Suporte de Aco Reforcado 76A P003,DE,FERT,EA,CS,EA,Z001,001003004005008003,00,C,NORM,DE,348.056,352.829,G,,,20230331,CB9980520010,20161111,MDG_USER12,20140208,,,0001,,WA02,02,,,,,,QP01,,
812,000000005010025171,Bobina de Papel Alta Densidade 24D P004,FR,HALB,EA,EA,EA,Z002,001001002008004003,20,P,BANS,FR,134.296,150.935,G,,,20190327,CB9980520010,20231013,MM_BATCH_03,20200607,M001,02,,,WA01,02,X,,X,,X,ZM01,SERI,
100,000000005010025308,Vidro Temperado Premium 97D P001,EN,ROH,G,G,G,Z010,004003009006001001,40,O,BANS,GB,32.719,33.938,KG,,,20240112,MDG_USER08,20160716,MM_BATCH_03,20210823,,ZL,,MFR-511504,WA02,Z1,,,X,,,,ZSER,140mm
200,000000005010025445,Papel Cartao Standard 81B P002,PT,HAWA,KG,EA,KG,Z020,007007008007001005,00,L,LUMF,BR,267.340,321.265,KG,,,20231118,MM_BATCH_01,20150909,MDG_USER12,20241010,ZMM1,01,ZBRN,MFR-326781,,,X,,X,,X,ZM01,,
300,000000005010025582,Caixa Arquivo Leve 21C P003,EN,NLAG,M,EA,EA,Z030,009001007007007003,10,P,LEER,US,103.624,109.606,G,2.267,M3,20230104,MM_BATCH_01,20140606,MDG_USER12,20170624,M002,,ZBRN,MFR-310949,,04,,,,,X,ZM01,,
400,000000005010025719,Servico de Pintura Reforcado 33A P004,DE,DIEN,EA,EA,EA,ZMAT,003007003003009001,00,M,LEER,DE,315.079,333.625,G,0.424,CDM,20221005,CB9980520010,20181015,MM_BATCH_03,20221203,,,ZBRN,,,Z1,F,,,,,,,
510,000000005010025856,Peca de Reposicao Reforcado 25D P001,FR,ERSA,KG,EA,EA,ZSRV,003003002004008002,00,M,LEER,FR,365.401,410.939,KG,1.273,L,20241120,MM_BATCH_01,20200511,CB9980520020,20210916,ZMM1,,,MFR-906482,WA01,,X,,,X,,ZM01,,
600,000000005010025993,Bandeja de Aluminio Automotivo 41C P002,EN,FERT,PAL,EA,PAL,Z001,002003003006005004,20,P,LEER,GB,236.353,258.536,LB,0.421,M3,20140103,CB9980520010,20170202,CB9980520020,20180428,ZMM1,02,,,,02,X,,,,,,,
700,000000005010026130,Chapa de Aco Alta Densidade 16A P003,PT,HALB,EA,CS,EA,Z002,003002009003007006,40,M,LEER,BR,0.984,1.055,LB,,,20201014,MDG_USER08,20250106,MM_BATCH_03,20200703,ZMM1,,,MFR-894072,,,,,,,,,,
812,000000005010026267,Polietileno Tecnico 82C P004,EN,ROH,EA,EA,EA,Z010,008007008008009002,20,P,NORM,US,341.024,411.160,KG,,,20160208,MDG_USER08,20250917,CB9980520020,20240708,ZMM1,,ZBX1,,WHSE,02,,,,,,,,
100,000000005010026404,Rolamento Standard 39D P001,DE,HAWA,EA,EA,EA,Z020,005003006006002004,00,C,NORM,DE,295.793,,,,,20260323,CB9980520010,20230326,MM_BATCH_03,20210929,,02,,MFR-528464,,02,,,X,,X,QP01,,
200,000000005010026541,Pano de Limpeza Premium 86C P002,FR,NLAG,L,KG,KG,Z030,009001006002008008,30,C,LUMF,FR,152.118,177.187,KG,,,20220209,MDG_USER08,20181203,MDG_USER12,20220115,M002,ZL,,,WA02,Z1,,,,,,,,
300,000000005010026678,Servico de Transporte Tecnico 32D P003,EN,DIEN,EA,EA,EA,ZMAT,009003007005004009,10,P,BANS,GB,141.300,156.164,LB,1.615,L,20230102,MDG_USER08,20170715,MDG_USER12,20240112,M002,ZL,0001,,WA02,04,,,,,,,,
400,000000005010026815,Sensor Reserva Baixa Densidade 35A P004,PT,ERSA,EA,EA,EA,ZSRV,003003006001005009,20,C,LUMF,BR,373.780,436.685,G,0.570,CDM,20201012,CB9980520010,20140909,MM_BATCH_03,20230120,ZMM1,,,,,02,F,,,,X,QP01,,
